Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
17,40.29934501647949,6,6,561,561,121,65,93.5,27.17688969204043,121,65,93.5,27.17688969204043,27.84164356867795,0.29777158896981765,8.059869003295898,5.987356815657086,15.025850057601929,0.0,40.29934501647949,8.059869003295898,5.987356815657086,15.025850057601929,0.0,40.29934501647949,8.059869003295898,5.987356815657086,15.025850057601929,0.0,0,0,0,0,48,0,0.14888579448490882,0.14888579448490882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,40.300599098205566,5,5,367,367,75,71,73.4,1.9595917942265424,75,71,73.4,1.9595917942265424,18.2131287480707,0.24813526904728478,10.075149774551392,4.9266110944666215,15.002540111541748,5.032444000244141,40.300599098205566,10.075149774551392,4.9266110944666215,15.002540111541748,5.032444000244141,40.300599098205566,10.075149774551392,4.9266110944666215,15.002540111541748,5.032444000244141,0,0,0,0,40,0,0.12406763452364239,0.12406763452364239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,20.504918098449707,17,17,6633,6633,1292,71,390.1764705882353,496.2198558388406,1292,71,390.1764705882353,496.2198558388406,646.9667392137981,1.6581387858637973,1.2815573811531067,3.7172895769555514,14.988294124603271,5.2928924560546875e-05,20.504918098449707,1.2815573811531067,3.7172895769555514,14.988294124603271,5.2928924560546875e-05,20.504918098449707,1.2815573811531067,3.7172895769555514,14.988294124603271,5.2928924560546875e-05,0,0,0,0,136,0,0.8290693929318986,0.8290693929318986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.1764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,20.511962890625,16,16,2401,2401,618,65,150.0625,177.92887228819836,618,65,150.0625,177.92887228819836,234.1072878108002,1.5600652248949618,1.3674641927083333,3.833394215628673,15.024009227752686,0.0,20.511962890625,1.3674641927083333,3.833394215628673,15.024009227752686,0.0,20.511962890625,1.3674641927083333,3.833394215628673,15.024009227752686,0.0,0,0,0,0,128,0,0.7800326124474809,0.7800326124474809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,0.15373706817626953,5,5,722,722,419,74,144.4,137.31074247851114,419,74,144.4,137.31074247851114,9392.659929902919,65.04612139821965,0.03843426704406738,0.03381611976783607,0.08659100532531738,0.00016999244689941406,0.15373706817626953,0.03843426704406738,0.03381611976783607,0.08659100532531738,0.00016999244689941406,0.15373706817626953,0.03843426704406738,0.03381611976783607,0.08659100532531738,0.00016999244689941406,0,0,0,0,40,0,32.52306069910983,32.52306069910983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,0.15071487426757812,5,5,370,370,107,63,74.0,16.673332000533065,107,63,74.0,16.673332000533065,4909.933432888709,66.35045179579336,0.03767871856689453,0.022056033123191182,0.0538029670715332,0.0,0.15071487426757812,0.03767871856689453,0.022056033123191182,0.0538029670715332,0.0,0.15071487426757812,0.03767871856689453,0.022056033123191182,0.0538029670715332,0.0,0,0,0,0,40,0,33.17522589789668,33.17522589789668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,35.262775182724,310,310,48375,48375,1292,74,156.0483870967742,287.370864542182,1292,74,156.0483870967742,287.370864542182,2743.686493722137,17.58228037320646,0.11411901353632362,0.7127899520616712,4.958459138870239,4.982948303222656e-05,35.262775182724,0.11411901353632362,0.7127899520616712,4.958459138870239,4.982948303222656e-05,35.262775182724,0.11411901353632362,0.7127899520616712,4.958459138870239,4.982948303222656e-05,0,0,0,0,2480,0,8.79114018660323,8.79114018660323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0483870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,35.26812720298767,2386,2386,3053569,3053569,1292,66,1279.7858340318526,113.94318072189274,1292,66,1279.7858340318526,113.94318072189274,173163.0932612335,135.30630567748858,0.014787474718233825,0.2605669174621313,4.952666997909546,0.0,35.26812720298767,0.014787474718233825,0.2605669174621313,4.952666997909546,0.0,35.26812720298767,0.014787474718233825,0.2605669174621313,4.952666997909546,0.0,0,0,0,0,19088,0,67.65315283874429,67.65315283874429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279.7858340318526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
6,45.279435873031616,4,4,304,304,98,54,76.0,22.0,98,54,76.0,22.0,13.427729128624682,0.17668064642927214,15.093145291010538,20.960505689618376,44.7357759475708,0.26600193977355957,45.279435873031616,15.093145291010538,20.960505689618376,44.7357759475708,0.26600193977355957,45.279435873031616,15.093145291010538,20.960505689618376,44.7357759475708,0.26600193977355957,2,2,0,0,320,0,0.08834032321463607,0.08834032321463607,0,0,0,0,0,0,0,0,2,4,0,0,0,0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,2044,2044,0,0,0,0,0,0,0.0,0.0,0,0
6,45.003345012664795,2,2,458,458,229,229,229.0,0.0,229,229,229.0,0.0,20.354042565996377,0.08888228194758244,45.003345012664795,0.0,45.003345012664795,45.003345012664795,45.003345012664795,45.003345012664795,0.0,45.003345012664795,45.003345012664795,45.003345012664795,45.003345012664795,0.0,45.003345012664795,45.003345012664795,2,2,0,0,160,0,0.04444114097379122,0.04444114097379122,0,0,0,0,0,0,0,0,2,2,0,0,0,0,229.0,0,0,0,0,0,0,0,0,0,0,0,0,14976,14976,0,0,0,0,0,0,0.0,0.0,0,0
6,45.16188406944275,2,2,110,110,55,55,55.0,0.0,55,55,55.0,0.0,4.87136452637182,0.08857026411585127,45.16188406944275,0.0,45.16188406944275,45.16188406944275,45.16188406944275,45.16188406944275,0.0,45.16188406944275,45.16188406944275,45.16188406944275,45.16188406944275,0.0,45.16188406944275,45.16188406944275,0,0,0,0,160,0,0.044285132057925634,0.044285132057925634,0,0,0,0,0,0,0,0,0,2,0,0,0,0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,1018,1018,0,0,0,0,0,0,0.0,0.0,0,0
6,45.155900955200195,2,2,132,132,66,66,66.0,0.0,66,66,66.0,0.0,5.84641197308671,0.08858199959222288,45.155900955200195,0.0,45.155900955200195,45.155900955200195,45.155900955200195,45.155900955200195,0.0,45.155900955200195,45.155900955200195,45.155900955200195,45.155900955200195,0.0,45.155900955200195,45.155900955200195,0,0,0,0,256,0,0.04429099979611144,0.04429099979611144,0,0,0,0,0,0,0,0,0,2,0,0,0,0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,2092,2092,0,0,0,0,0,0,0.0,0.0,0,0
6,45.16710710525513,2,2,110,110,55,55,55.0,0.0,55,55,55.0,0.0,4.870801211317856,0.08856002202396102,45.16710710525513,0.0,45.16710710525513,45.16710710525513,45.16710710525513,45.16710710525513,0.0,45.16710710525513,45.16710710525513,45.16710710525513,45.16710710525513,0.0,45.16710710525513,45.16710710525513,0,0,0,0,160,0,0.04428001101198051,0.04428001101198051,0,0,0,0,0,0,0,0,0,2,0,0,0,0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,1018,1018,0,0,0,0,0,0,0.0,0.0,0,0
6,45.15544509887695,2,2,132,132,66,66,66.0,0.0,66,66,66.0,0.0,5.8464709941828445,0.08858289385125523,45.15544509887695,0.0,45.15544509887695,45.15544509887695,45.15544509887695,45.15544509887695,0.0,45.15544509887695,45.15544509887695,45.15544509887695,45.15544509887695,0.0,45.15544509887695,45.15544509887695,0,0,0,0,256,0,0.044291446925627614,0.044291446925627614,0,0,0,0,0,0,0,0,0,2,0,0,0,0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,2092,2092,0,0,0,0,0,0,0.0,0.0,0,0
17,1.9171559810638428,4,4,698,698,175,174,174.5,0.5,175,174,174.5,0.5,728.1619303742568,4.172847738534423,0.6390519936879476,0.4695189428599886,1.2996439933776855,0.25056910514831543,1.9171559810638428,0.6390519936879476,0.4695189428599886,1.2996439933776855,0.25056910514831543,1.9171559810638428,0.6390519936879476,0.4695189428599886,1.2996439933776855,0.25056910514831543,0,0,0,0,32,0,2.0864238692672115,2.0864238692672115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
6,1.1788959503173828,12,12,6635,6635,1466,54,552.9166666666666,605.8910048203572,1466,54,552.9166666666666,605.8910048203572,11256.294498617495,20.35803074354332,0.10717235911976207,0.14032922146106624,0.37325096130371094,0.0,1.1788959503173828,0.10717235911976207,0.14032922146106624,0.37325096130371094,0.0,1.1788959503173828,0.10717235911976207,0.14032922146106624,0.37325096130371094,0.0,4,4,0,0,1008,0,10.17901537177166,10.17901537177166,0,0,0,0,0,0,1,0,4,11,0,0,0,0,552.9166666666666,0,0,0,0,0,0,0,0,0,0,0,0,2946815,2946815,0,0,0,0,0,0,0.0,0.0,0,0
6,0.8056869506835938,11,11,7483,7483,1466,54,680.2727272727273,626.8341945347402,1466,54,680.2727272727273,626.8341945347402,18575.452894330654,27.30589093112885,0.08056869506835937,0.12324207658193134,0.2852327823638916,0.0,0.8056869506835938,0.08056869506835937,0.12324207658193134,0.2852327823638916,0.0,0.8056869506835938,0.08056869506835937,0.12324207658193134,0.2852327823638916,0.0,4,4,0,0,928,0,13.652945465564425,13.652945465564425,0,0,0,0,0,0,1,0,4,11,0,0,0,0,680.2727272727273,0,0,0,0,0,0,0,0,0,0,0,0,42013439,42013439,0,0,0,0,0,0,0.0,0.0,0,0
17,2.1557071208953857,17,17,7098,7098,1292,73,417.52941176470586,490.764603647993,1292,73,417.52941176470586,490.764603647993,6585.3101575800365,15.772086880650976,0.1347316950559616,0.47020628624615035,1.953343152999878,0.000102996826171875,2.1557071208953857,0.1347316950559616,0.47020628624615035,1.953343152999878,0.000102996826171875,2.1557071208953857,0.1347316950559616,0.47020628624615035,1.953343152999878,0.000102996826171875,0,0,0,0,136,0,7.886043440325488,7.886043440325488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.52941176470586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,2.144629955291748,20,20,10072,10072,1292,64,503.6,493.6464726907304,1292,64,503.6,493.6464726907304,9392.76258372493,18.651236266332266,0.11287526080482885,0.43192370236314775,1.9433228969573975,0.0,2.144629955291748,0.11287526080482885,0.43192370236314775,1.9433228969573975,0.0,2.144629955291748,0.11287526080482885,0.43192370236314775,1.9433228969573975,0.0,0,0,0,0,160,0,9.325618133166133,9.325618133166133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,2.174535036087036,17,17,9280,9280,1292,73,545.8823529411765,558.3468121425587,1292,73,545.8823529411765,558.3468121425587,8535.157949626677,15.635526416341973,0.13590843975543976,0.3876693150736224,1.62841796875,4.9114227294921875e-05,2.174535036087036,0.13590843975543976,0.3876693150736224,1.62841796875,4.9114227294921875e-05,2.174535036087036,0.13590843975543976,0.3876693150736224,1.62841796875,4.9114227294921875e-05,0,0,0,0,136,0,7.8177632081709865,7.8177632081709865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.8823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,2.148240804672241,20,20,11659,11659,1292,64,582.95,553.638462807634,1292,64,582.95,553.638462807634,10854.462846662875,18.619886519706448,0.11306530550906532,0.3576836816722008,1.6195359230041504,0.0,2.148240804672241,0.11306530550906532,0.3576836816722008,1.6195359230041504,0.0,2.148240804672241,0.11306530550906532,0.3576836816722008,1.6195359230041504,0.0,0,0,0,0,160,0,9.309943259853224,9.309943259853224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
