Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
6,0.35918593406677246,2,2,573,573,519,54,286.5,232.5,519,54,286.5,232.5,3190.548101438068,11.136293547776852,0.35918593406677246,0.0,0.35918593406677246,0.35918593406677246,0.35918593406677246,0.35918593406677246,0.0,0.35918593406677246,0.35918593406677246,0.35918593406677246,0.35918593406677246,0.0,0.35918593406677246,0.35918593406677246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.5,0,0,0,0,0,0,0,0,0,0,0,0,32772,32772,0,0,0,0,0,0,0,0,0,0
6,0.0006511211395263672,3,3,186,186,78,54,62.0,11.313708498984761,78,54,62.0,11.313708498984761,571322.258513365,9214.87513731234,0.0003255605697631836,0.00017845630645751953,0.0005040168762207031,0.00014710426330566406,0.0006511211395263672,0.0003255605697631836,0.00017845630645751953,0.0005040168762207031,0.00014710426330566406,0.0006511211395263672,0.0003255605697631836,0.00017845630645751953,0.0005040168762207031,0.00014710426330566406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,1527,1527,0,0,0,0,0,0,0,0,0,0
17,58.744786977767944,36,36,2856,2856,346,71,79.33333333333333,45.111590035771904,346,71,79.33333333333333,45.111590035771904,97.23415972487423,1.2256406688009356,1.678422485079084,2.220074562188365,6.443058013916016,0.026874065399169922,58.744786977767944,1.678422485079084,2.220074562188365,6.443058013916016,0.026874065399169922,58.744786977767944,1.678422485079084,2.220074562188365,6.443058013916016,0.026874065399169922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,58.74406599998474,38,38,2818,2818,127,64,74.15789473684211,18.359747612915935,127,64,74.15789473684211,18.359747612915935,95.9416054040499,1.2937476952994664,1.587677459459047,2.185284781387429,6.44430685043335,0.0,58.74406599998474,1.587677459459047,2.185284781387429,6.44430685043335,0.0,58.74406599998474,1.587677459459047,2.185284781387429,6.44430685043335,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.15789473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1.8508269786834717,4,4,698,698,175,174,174.5,0.5,175,174,174.5,0.5,754.2574298290169,4.322392148017289,0.6169423262278239,0.46761036624887753,1.2725679874420166,0.21426010131835938,1.8508269786834717,0.6169423262278239,0.46761036624887753,1.2725679874420166,0.21426010131835938,1.8508269786834717,0.6169423262278239,0.46761036624887753,1.2725679874420166,0.21426010131835938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,55.81266713142395,871,871,121446,121446,1292,74,139.43283582089552,251.21168092822128,1292,74,139.43283582089552,251.21168092822128,4351.915299586994,31.211552673124444,0.06415249095565971,0.5027906756403873,6.728480100631714,3.409385681152344e-05,55.81266713142395,0.06415249095565971,0.5027906756403873,6.728480100631714,3.409385681152344e-05,55.81266713142395,0.06415249095565971,0.5027906756403873,6.728480100631714,3.409385681152344e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.43283582089552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,55.82550406455994,4983,4983,6349771,6349771,1292,65,1274.2867750351195,141.31586474998866,1292,65,1274.2867750351195,141.31586474998866,227486.38302152173,178.52055555960092,0.011205440398346034,0.2120202552354695,6.738404035568237,0.0,55.82550406455994,0.011205440398346034,0.2120202552354695,6.738404035568237,0.0,55.82550406455994,0.011205440398346034,0.2120202552354695,6.738404035568237,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274.2867750351195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,56.706785917282104,41,41,3171,3171,307,71,77.34146341463415,36.350334487740454,307,71,77.34146341463415,36.350334487740454,111.83846690325639,1.4460350498371213,1.4176696479320525,2.515019922358681,12.829509019851685,0.0035181045532226562,56.706785917282104,1.4176696479320525,2.515019922358681,12.829509019851685,0.0035181045532226562,56.706785917282104,1.4176696479320525,2.515019922358681,12.829509019851685,0.0035181045532226562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.34146341463415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,56.68345904350281,43,43,3170,3170,182,67,73.72093023255815,21.607842656103976,182,67,73.72093023255815,21.607842656103976,111.84920798736445,1.5171974585036818,1.3496061677024478,2.4708288926668676,12.826503992080688,0.0,56.68345904350281,1.3496061677024478,2.4708288926668676,12.826503992080688,0.0,56.68345904350281,1.3496061677024478,2.4708288926668676,12.826503992080688,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.72093023255815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,16.720571994781494,10,10,1472,1472,259,73,147.2,87.43317448200082,259,73,147.2,87.43317448200082,176.07053161332192,1.1961313288948499,1.8578413327534993,5.211542390634868,16.598253965377808,0.000164031982421875,16.720571994781494,1.8578413327534993,5.211542390634868,16.598253965377808,0.000164031982421875,16.720571994781494,1.8578413327534993,5.211542390634868,16.598253965377808,0.000164031982421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
